,character,dialogue,neg,pos,neu,compound,tokens,words
934,LUKE,I'll be careful than.,0.0,0.348,0.652,0.1531,"['i', 'be', 'careful', 'than']",0.030534351145038167
935,BEN,This little one isn't worth the effort.  Come let me buy you something...,0.105,0.0,0.895,-0.1033,"['this', 'little', 'one', 'is', 'worth', 'the', 'effort', 'come', 'let', 'me', 'buy', 'you', 'something']",0.09923664122137404
936,BEN,This is Chewbacca.  He's first-mate on a ship that might suit our needs.,0.0,0.0,1.0,0.0,"['this', 'is', 'chewbacca', 'he', 'on', 'a', 'ship', 'that', 'might', 'suit', 'our', 'needs']",0.0916030534351145
937,THREEPIO,I don't like the look of this.,0.297,0.0,0.703,-0.2755,"['i', 'do', 'like', 'the', 'look', 'of', 'this']",0.05343511450381679
938,HAN,Han Solo.  I'm captain of the Millennium Falcon.  Chewie here tells me you're looking for passage to the Alderaan system.,0.0,0.0,1.0,0.0,"['han', 'solo', 'i', 'captain', 'of', 'the', 'millennium', 'falcon', 'chewie', 'here', 'tells', 'me', 'you', 'looking', 'for', 'passage', 'to', 'the', 'alderaan', 'system']",0.15267175572519084
939,BEN,"Yes, indeed.  If it's a fast ship.",0.0,0.351,0.649,0.4019,"['yes', 'indeed', 'if', 'it', 'a', 'fast', 'ship']",0.05343511450381679
940,HAN,Fast ship?  You've never heard of the Millennium Falcon?,0.0,0.0,1.0,0.0,"['fast', 'ship', 'you', 'never', 'heard', 'of', 'the', 'millennium', 'falcon']",0.06870229007633588
941,BEN,Should I have?,0.0,0.0,1.0,0.0,"['should', 'i', 'have']",0.022900763358778626
942,HAN,It's the ship that made the Kessel run in less than twelve parsecs!,0.0,0.0,1.0,0.0,"['it', 'the', 'ship', 'that', 'made', 'the', 'kessel', 'run', 'in', 'less', 'than', 'twelve', 'parsecs']",0.09923664122137404
943,HAN,"I've outrun Imperial starships, not the local bulk-cruisers, mind you.  I'm talking about the big Corellian ships now.  She's fast enough for you, old man.  What's the cargo?",0.0,0.0,1.0,0.0,"['i', 'outrun', 'imperial', 'starships', 'not', 'the', 'local', 'mind', 'you', 'i', 'talking', 'about', 'the', 'big', 'corellian', 'ships', 'now', 'she', 'fast', 'enough', 'for', 'you', 'old', 'man', 'what', 'the', 'cargo']",0.20610687022900764
944,BEN,"Only passengers.  Myself, the boy, two droids, and no questions asked.",0.18,0.0,0.82,-0.296,"['only', 'passengers', 'myself', 'the', 'boy', 'two', 'droids', 'and', 'no', 'questions', 'asked']",0.08396946564885496
945,HAN,What is it?  Some kind of local trouble?,0.304,0.0,0.696,-0.4696,"['what', 'is', 'it', 'some', 'kind', 'of', 'local', 'trouble']",0.061068702290076333
946,BEN,Let's just say we'd like to avoid any Imperial entanglements.,0.173,0.197,0.63,0.0772,"['let', 'just', 'say', 'we', 'like', 'to', 'avoid', 'any', 'imperial', 'entanglements']",0.07633587786259542
947,HAN,"Well, that's the real trick, isn't it?  And it's going to cost you something extra.  Ten thousand in advance.",0.059,0.103,0.837,0.2263,"['well', 'that', 'the', 'real', 'trick', 'is', 'it', 'and', 'it', 'going', 'to', 'cost', 'you', 'something', 'extra', 'ten', 'thousand', 'in', 'advance']",0.1450381679389313
948,LUKE,Ten thousand?  We could almost buy our own ship for that!,0.0,0.0,1.0,0.0,"['ten', 'thousand', 'we', 'could', 'almost', 'buy', 'our', 'own', 'ship', 'for', 'that']",0.08396946564885496
949,HAN,"But who's going to fly it, kid!  You?",0.0,0.0,1.0,0.0,"['but', 'who', 'going', 'to', 'fly', 'it', 'kid', 'you']",0.061068702290076333
950,LUKE,You bet I could.  I'm not such a bad pilot myself!  We don't have to sit here and listen...,0.0,0.164,0.836,0.484,"['you', 'bet', 'i', 'could', 'i', 'not', 'such', 'a', 'bad', 'pilot', 'myself', 'we', 'do', 'have', 'to', 'sit', 'here', 'and', 'listen']",0.1450381679389313
951,BEN,"We haven't that much with us.  But we could pay you two thousand now, plus fifteen when we reach Alderaan.",0.077,0.055,0.867,-0.1154,"['we', 'have', 'that', 'much', 'with', 'us', 'but', 'we', 'could', 'pay', 'you', 'two', 'thousand', 'now', 'plus', 'fifteen', 'when', 'we', 'reach', 'alderaan']",0.15267175572519084
952,HAN,"Seventeen, huh!",0.0,0.0,1.0,0.0,"['seventeen', 'huh']",0.015267175572519083
953,HAN,Okay.  You guys got yourself a ship.  We'll leave as soon as you're ready.  Docking bay Ninety-four.,0.065,0.237,0.699,0.4939,"['okay', 'you', 'guys', 'got', 'yourself', 'a', 'ship', 'we', 'leave', 'as', 'soon', 'as', 'you', 'ready', 'docking', 'bay']",0.12213740458015267
955,HAN,Looks like somebody's beginning to take an interest in your handiwork.,0.0,0.379,0.621,0.6705,"['looks', 'like', 'somebody', 'beginning', 'to', 'take', 'an', 'interest', 'in', 'your', 'handiwork']",0.08396946564885496
956,HAN,Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready.,0.089,0.218,0.693,0.5728,"['seventeen', 'thousand', 'those', 'guys', 'must', 'really', 'be', 'desperate', 'this', 'could', 'really', 'save', 'my', 'neck', 'get', 'back', 'to', 'the', 'ship', 'and', 'get', 'her', 'ready']",0.17557251908396945
957,BEN,You'll have to sell your speeder.,0.0,0.0,1.0,0.0,"['you', 'have', 'to', 'sell', 'your', 'speeder']",0.04580152671755725
958,LUKE,That's okay.  I'm never coming back to this planet again.,0.0,0.174,0.826,0.2263,"['that', 'okay', 'i', 'never', 'coming', 'back', 'to', 'this', 'planet', 'again']",0.07633587786259542
959,HAN,"Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I've got his money.",0.0,0.174,0.826,0.4215,"['yes', 'greedo', 'as', 'a', 'matter', 'of', 'fact', 'i', 'was', 'just', 'going', 'to', 'see', 'your', 'boss', 'tell', 'jabba', 'that', 'i', 'got', 'his', 'money']",0.16793893129770993
960,HAN,"Yeah, but this time I got the money.",0.0,0.211,0.789,0.1531,"['yeah', 'but', 'this', 'time', 'i', 'got', 'the', 'money']",0.061068702290076333
961,HAN,I don't have it with me.  Tell Jabba...,0.0,0.0,1.0,0.0,"['i', 'do', 'have', 'it', 'with', 'me', 'tell', 'jabba']",0.061068702290076333
962,HAN,Even I get boarded sometimes.  Do you think I had a choice?,0.0,0.0,1.0,0.0,"['even', 'i', 'get', 'boarded', 'sometimes', 'do', 'you', 'think', 'i', 'had', 'a', 'choice']",0.0916030534351145
963,HAN,Over my dead body.,0.589,0.0,0.411,-0.6486,"['over', 'my', 'dead', 'body']",0.030534351145038167
964,HAN,"Yes, I'll bet you have.",0.0,0.403,0.597,0.4019,"['yes', 'i', 'bet', 'you', 'have']",0.03816793893129771
965,HAN,Sorry about the mess.,0.655,0.0,0.345,-0.4215,"['sorry', 'about', 'the', 'mess']",0.030534351145038167
966,VADER,Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.,0.0,0.0,1.0,0.0,"['her', 'resistance', 'to', 'the', 'mind', 'probe', 'is', 'considerable', 'it', 'will', 'be', 'some', 'time', 'before', 'we', 'can', 'extract', 'any', 'information', 'from', 'her']",0.16030534351145037
967,VADER,What do you mean?,0.0,0.0,1.0,0.0,"['what', 'do', 'you', 'mean']",0.030534351145038167
968,THREEPIO,"Lock the door, Artoo.",0.0,0.0,1.0,0.0,"['lock', 'the', 'door', 'artoo']",0.030534351145038167
969,THREEPIO,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault.",0.162,0.085,0.752,-0.3945,"['i', 'would', 'much', 'rather', 'have', 'gone', 'with', 'master', 'luke', 'than', 'stay', 'here', 'with', 'you', 'i', 'do', 'know', 'what', 'all', 'this', 'trouble', 'is', 'about', 'but', 'i', 'sure', 'it', 'must', 'be', 'your', 'fault']",0.2366412213740458
970,THREEPIO,You watch your language!,0.0,0.0,1.0,0.0,"['you', 'watch', 'your', 'language']",0.030534351145038167
971,LUKE,"He says it's the best he can do.  Since the XP-38 came out, they ",0.0,0.244,0.756,0.6369,"['he', 'says', 'it', 'the', 'best', 'he', 'can', 'do', 'since', 'the', 'came', 'out', 'they']",0.09923664122137404
972,BEN,It will be enough.,0.0,0.0,1.0,0.0,"['it', 'will', 'be', 'enough']",0.030534351145038167
973,BEN,"If the ship's as fast as he's boasting, we ought to do well.",0.0,0.149,0.851,0.2732,"['if', 'the', 'ship', 'as', 'fast', 'as', 'he', 'boasting', 'we', 'ought', 'to', 'do', 'well']",0.09923664122137404
974,HAN,"I've been waiting for you, Jabba.",0.0,0.0,1.0,0.0,"['i', 'been', 'waiting', 'for', 'you', 'jabba']",0.04580152671755725
975,HAN,I'm not the type to run.,0.0,0.0,1.0,0.0,"['i', 'not', 'the', 'type', 'to', 'run']",0.04580152671755725
976,HAN,You sent Greedo to blast me.,0.0,0.0,1.0,0.0,"['you', 'sent', 'greedo', 'to', 'blast', 'me']",0.04580152671755725
977,HAN,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself.",0.0,0.0,1.0,0.0,"['i', 'think', 'he', 'thought', 'he', 'was', 'next', 'time', 'do', 'send', 'one', 'of', 'those', 'twerps', 'if', 'you', 'got', 'something', 'to', 'say', 'to', 'me', 'come', 'see', 'me', 'yourself']",0.1984732824427481
978,HAN,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time.",0.11,0.0,0.89,-0.296,"['you', 'know', 'even', 'i', 'get', 'boarded', 'sometimes', 'jabba', 'i', 'had', 'no', 'choice', 'but', 'i', 'gota', 'charter', 'now', 'and', 'i', 'can', 'pay', 'you', 'back', 'plus', 'a', 'little', 'extra', 'i', 'just', 'need', 'some', 'more', 'time']",0.25190839694656486
979,HAN,"Jabba, I'll pay you because it's my pleasure.",0.126,0.333,0.541,0.5106,"['jabba', 'i', 'pay', 'you', 'because', 'it', 'my', 'pleasure']",0.061068702290076333
980,LUKE,What a piece of junk.,0.0,0.0,1.0,0.0,"['what', 'a', 'piece', 'of', 'junk']",0.03816793893129771
981,HAN,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself.",0.048,0.111,0.841,0.4579,"['she', 'make', 'point', 'five', 'beyond', 'the', 'speed', 'of', 'light', 'she', 'may', 'not', 'look', 'like', 'much', 'but', 'she', 'got', 'it', 'where', 'it', 'counts', 'kid', 'i', 'added', 'some', 'special', 'modifications', 'myself']",0.22137404580152673
982,HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here.",0.0,0.084,0.916,0.0258,"['we', 'a', 'little', 'rushed', 'so', 'if', 'you', 'hurry', 'aboard', 'we', 'get', 'out', 'of', 'here']",0.10687022900763359
983,THREEPIO,"Hello, sir.",0.0,0.0,1.0,0.0,"['hello', 'sir']",0.015267175572519083
984,HAN,"Chewie, get us out of here!",0.0,0.0,1.0,0.0,"['chewie', 'get', 'us', 'out', 'of', 'here']",0.04580152671755725
985,THREEPIO,"Oh, my.  I'd forgotten how much I hate space travel.",0.444,0.0,0.556,-0.6808,"['oh', 'my', 'i', 'forgotten', 'how', 'much', 'i', 'hate', 'space', 'travel']",0.07633587786259542
986,HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.,0.0,0.075,0.925,0.3612,"['it', 'looks', 'like', 'an', 'imperial', 'cruiser', 'our', 'passengers', 'must', 'be', 'hotter', 'than', 'i', 'thought', 'try', 'and', 'hold', 'them', 'off', 'angle', 'the', 'deflector', 'shield', 'while', 'i', 'make', 'the', 'calculations', 'for', 'the', 'jump', 'to', 'light', 'speed']",0.2595419847328244
987,HAN,Stay sharp!  There are two more coming in; they're going to try to cut us off.,0.138,0.0,0.862,-0.3382,"['stay', 'sharp', 'there', 'are', 'two', 'more', 'coming', 'in', 'they', 'going', 'to', 'try', 'to', 'cut', 'us', 'off']",0.12213740458015267
988,LUKE,Why don't you outrun them?  I thought you said this thing was fast.,0.0,0.0,1.0,0.0,"['why', 'do', 'you', 'outrun', 'them', 'i', 'thought', 'you', 'said', 'this', 'thing', 'was', 'fast']",0.09923664122137404
989,HAN,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!",0.08,0.094,0.826,0.126,"['watch', 'your', 'mouth', 'kid', 'or', 'you', 'going', 'to', 'find', 'yourself', 'floating', 'home', 'we', 'be', 'safe', 'enough', 'once', 'we', 'make', 'the', 'jump', 'to', 'hyperspace', 'besides', 'i', 'know', 'a', 'few', 'maneuvers', 'we', 'lose', 'them']",0.24427480916030533
990,HAN,Here's where the fun begins!,0.0,0.473,0.527,0.5562,"['here', 'where', 'the', 'fun', 'begins']",0.03816793893129771
991,BEN,How long before you can make the jump to light speed?,0.0,0.0,1.0,0.0,"['how', 'long', 'before', 'you', 'can', 'make', 'the', 'jump', 'to', 'light', 'speed']",0.08396946564885496
992,HAN,It'll take a few moments to get the coordinates from the navi-computer.,0.0,0.0,1.0,0.0,"['it', 'take', 'a', 'few', 'moments', 'to', 'get', 'the', 'coordinates', 'from', 'the']",0.08396946564885496
993,LUKE,Are you kidding?  At the rate they're gaining...,0.0,0.167,0.833,0.1027,"['are', 'you', 'kidding', 'at', 'the', 'rate', 'they', 'gaining']",0.061068702290076333
994,HAN,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?",0.072,0.0,0.928,-0.3404,"['traveling', 'through', 'hyperspace', 'is', 'like', 'dusting', 'crops', 'boy', 'without', 'precise', 'calculations', 'we', 'could', 'fly', 'right', 'through', 'a', 'star', 'or', 'bounce', 'too', 'close', 'to', 'a', 'supernova', 'and', 'that', 'end', 'your', 'trip', 'real', 'quick', 'would', 'it']",0.2595419847328244
995,LUKE,What's that flashing?,0.0,0.0,1.0,0.0,"['what', 'that', 'flashing']",0.022900763358778626
996,HAN,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed.",0.133,0.0,0.867,-0.3818,"['we', 'losing', 'our', 'deflector', 'shield', 'go', 'strap', 'yourself', 'in', 'i', 'going', 'to', 'make', 'the', 'jump', 'to', 'light', 'speed']",0.13740458015267176
997,LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board.",0.148,0.0,0.852,-0.5106,"['governor', 'tarkin', 'i', 'should', 'have', 'expected', 'to', 'find', 'you', 'holding', 'vader', 'leash', 'i', 'recognized', 'your', 'foul', 'stench', 'when', 'i', 'was', 'brought', 'on', 'board']",0.17557251908396945
998,LEIA,to take the responsibility yourself!,0.0,0.0,1.0,0.0,"['to', 'take', 'the', 'responsibility', 'yourself']",0.03816793893129771
999,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers.",0.0,0.0,1.0,0.0,"['the', 'more', 'you', 'tighten', 'your', 'grip', 'tarkin', 'the', 'more', 'star', 'systems', 'will', 'slip', 'through', 'your', 'fingers']",0.12213740458015267
1000,LEIA,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...,0.427,0.18,0.393,-0.5255,"['no', 'alderaan', 'is', 'peaceful', 'we', 'have', 'no', 'weapons', 'you', 'ca', 'possibly']",0.08396946564885496
1002,LEIA,They're on Dantooine.,0.0,0.0,1.0,0.0,"['they', 'on', 'dantooine']",0.022900763358778626
1005,VADER,Commence primary ignition.,0.0,0.0,1.0,0.0,"['commence', 'primary', 'ignition']",0.022900763358778626
1006,LUKE,Are you all right?  What's wrong?,0.409,0.0,0.591,-0.5362,"['are', 'you', 'all', 'right', 'what', 'wrong']",0.04580152671755725
1007,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.,0.392,0.108,0.5,-0.8689,"['i', 'felt', 'a', 'great', 'disturbance', 'in', 'the', 'force', 'as', 'if', 'millions', 'of', 'voices', 'suddenly', 'cried', 'out', 'in', 'terror', 'and', 'were', 'suddenly', 'silenced', 'i', 'fear', 'something', 'terrible', 'has', 'happened']",0.21374045801526717
1008,BEN,You'd better get on with your exercises.,0.0,0.326,0.674,0.4404,"['you', 'better', 'get', 'on', 'with', 'your', 'exercises']",0.05343511450381679
1009,HAN,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em.",0.258,0.111,0.632,-0.4215,"['well', 'you', 'can', 'forget', 'your', 'troubles', 'with', 'those', 'imperial', 'slugs', 'i', 'told', 'you', 'i', 'outrun']",0.11450381679389313
1010,HAN,Don't everyone thank me at once.,0.297,0.0,0.703,-0.2755,"['do', 'everyone', 'thank', 'me', 'at', 'once']",0.04580152671755725
1011,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours.",0.0,0.0,1.0,0.0,"['anyway', 'we', 'should', 'be', 'at', 'alderaan', 'about', 'hours']",0.061068702290076333
1012,THREEPIO,"Now be careful, Artoo.",0.0,0.348,0.652,0.1531,"['now', 'be', 'careful', 'artoo']",0.030534351145038167
1013,THREEPIO,He made a fair move.  Screaming about it won't help you.,0.343,0.162,0.494,-0.3732,"['he', 'made', 'a', 'fair', 'move', 'screaming', 'about', 'it', 'wo', 'help', 'you']",0.08396946564885496
1014,HAN,Let him have it. It's not wise to upset a Wookiee.,0.201,0.171,0.628,-0.0951,"['let', 'him', 'have', 'it', 'it', 'not', 'wise', 'to', 'upset', 'a', 'wookiee']",0.08396946564885496
1015,THREEPIO,"But sir, nobody worries about upsetting a droid.",0.611,0.0,0.389,-0.8338,"['but', 'sir', 'nobody', 'worries', 'about', 'upsetting', 'a', 'droid']",0.061068702290076333
1016,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.,0.124,0.0,0.876,-0.4019,"['that', 'droids', 'do', 'pull', 'people', 'arms', 'out', 'of', 'their', 'socket', 'when', 'they', 'lose', 'wookiees', 'are', 'known', 'to', 'do', 'that']",0.1450381679389313
1017,THREEPIO,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win.",0.0,0.257,0.743,0.5859,"['i', 'see', 'your', 'point', 'sir', 'i', 'suggest', 'a', 'new', 'strategy', 'artoo', 'let', 'the', 'wookiee', 'win']",0.11450381679389313
1018,BEN,"Remember, a Jedi can feel the Force flowing through him.",0.0,0.0,1.0,0.0,"['remember', 'a', 'jedi', 'can', 'feel', 'the', 'force', 'flowing', 'through', 'him']",0.07633587786259542
1019,LUKE,You mean it controls your actions?,0.0,0.0,1.0,0.0,"['you', 'mean', 'it', 'controls', 'your', 'actions']",0.04580152671755725
1020,BEN,Partially. But it also obeys your commands.,0.0,0.0,1.0,0.0,"['partially', 'but', 'it', 'also', 'obeys', 'your', 'commands']",0.05343511450381679
1021,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid.",0.255,0.145,0.6,-0.296,"['hokey', 'religions', 'and', 'ancient', 'weapons', 'are', 'no', 'match', 'for', 'a', 'good', 'blaster', 'at', 'your', 'side', 'kid']",0.12213740458015267
1022,LUKE,"You don't believe in the Force, do you?",0.0,0.0,1.0,0.0,"['you', 'do', 'believe', 'in', 'the', 'force', 'do', 'you']",0.061068702290076333
1023,HAN,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny.",0.092,0.058,0.851,-0.1406,"['kid', 'i', 'flown', 'from', 'one', 'side', 'of', 'this', 'galaxy', 'to', 'the', 'other', 'i', 'seen', 'a', 'lot', 'of', 'strange', 'stuff', 'but', 'i', 'never', 'seen', 'anything', 'to', 'make', 'me', 'believe', 'there', 'one', 'force', 'controlling', 'everything', 'there', 'no', 'mystical', 'energy', 'field', 'that', 'controls', 'my', 'destiny']",0.32061068702290074
1024,HAN,It's all a lot of simple tricks and nonsense.,0.412,0.0,0.588,-0.4939,"['it', 'all', 'a', 'lot', 'of', 'simple', 'tricks', 'and', 'nonsense']",0.06870229007633588
1025,BEN,"I suggest you try it again, Luke.",0.0,0.0,1.0,0.0,"['i', 'suggest', 'you', 'try', 'it', 'again', 'luke']",0.05343511450381679
1026,BEN,"This time, let go your conscious self and act on instinct.",0.0,0.0,1.0,0.0,"['this', 'time', 'let', 'go', 'your', 'conscious', 'self', 'and', 'act', 'on', 'instinct']",0.08396946564885496
1027,LUKE,"With the blast shield down, I can't even see.  How am I supposed to fight?",0.178,0.0,0.822,-0.3818,"['with', 'the', 'blast', 'shield', 'down', 'i', 'ca', 'even', 'see', 'how', 'am', 'i', 'supposed', 'to', 'fight']",0.11450381679389313
1028,BEN,Your eyes can deceive you.  Don't trust them.,0.474,0.0,0.526,-0.6599,"['your', 'eyes', 'can', 'deceive', 'you', 'do', 'trust', 'them']",0.061068702290076333
1029,BEN,Stretch out with your feelings.,0.0,0.0,1.0,0.0,"['stretch', 'out', 'with', 'your', 'feelings']",0.03816793893129771
1030,BEN,"You see, you can do it.",0.0,0.0,1.0,0.0,"['you', 'see', 'you', 'can', 'do', 'it']",0.04580152671755725
1031,HAN,I call it luck. ,0.0,0.6,0.4,0.4588,"['i', 'call', 'it', 'luck']",0.030534351145038167
1032,BEN,"In my experience, there's no such thing as luck.",0.18,0.246,0.574,0.2023,"['in', 'my', 'experience', 'there', 'no', 'such', 'thing', 'as', 'luck']",0.06870229007633588
1033,HAN,"Look, going good against remotes is one thing.  Going good against the living?  That's something else.",0.0,0.293,0.707,0.7003,"['look', 'going', 'good', 'against', 'remotes', 'is', 'one', 'thing', 'going', 'good', 'against', 'the', 'living', 'that', 'something', 'else']",0.12213740458015267
1034,HAN,Looks like we're coming up on Alderaan.,0.0,0.294,0.706,0.3612,"['looks', 'like', 'we', 'coming', 'up', 'on', 'alderaan']",0.05343511450381679
1035,LUKE,"You know, I did feel something.  I could almost see the remote.",0.0,0.0,1.0,0.0,"['you', 'know', 'i', 'did', 'feel', 'something', 'i', 'could', 'almost', 'see', 'the', 'remote']",0.0916030534351145
1036,BEN,That's good.  You have taken your first step into a larger world.,0.0,0.225,0.775,0.4404,"['that', 'good', 'you', 'have', 'taken', 'your', 'first', 'step', 'into', 'a', 'larger', 'world']",0.0916030534351145
1037,VADER,I told you she would never consciously betray the Rebellion.,0.126,0.284,0.59,0.4344,"['i', 'told', 'you', 'she', 'would', 'never', 'consciously', 'betray', 'the', 'rebellion']",0.07633587786259542
1038,HAN,"Stand by, Chewie, here we go.  Cut in the sublight engines.",0.174,0.0,0.826,-0.2732,"['stand', 'by', 'chewie', 'here', 'we', 'go', 'cut', 'in', 'the', 'sublight', 'engines']",0.08396946564885496
1039,HAN,"What the...?  Aw, we've come out of hyperspace into a meteor shower.  Some kind of asteroid collision.  It's not on any of the charts.",0.102,0.0,0.898,-0.3612,"['what', 'the', 'aw', 'we', 'come', 'out', 'of', 'hyperspace', 'into', 'a', 'meteor', 'shower', 'some', 'kind', 'of', 'asteroid', 'collision', 'it', 'not', 'on', 'any', 'of', 'the', 'charts']",0.183206106870229
1040,LUKE,What's going on?,0.0,0.0,1.0,0.0,"['what', 'going', 'on']",0.022900763358778626
1041,HAN,"Our position is correct, except... no, Alderaan!",0.293,0.0,0.707,-0.3595,"['our', 'position', 'is', 'correct', 'except', 'no', 'alderaan']",0.05343511450381679
1042,LUKE,What do you mean?  Where is it?,0.0,0.0,1.0,0.0,"['what', 'do', 'you', 'mean', 'where', 'is', 'it']",0.05343511450381679
1043,HAN,"Thats what I'm trying to tell you, kid.  It ain't there.  It's been totally blown away.",0.0,0.0,1.0,0.0,"['thats', 'what', 'i', 'trying', 'to', 'tell', 'you', 'kid', 'it', 'ai', 'there', 'it', 'been', 'totally', 'blown', 'away']",0.12213740458015267
1044,LUKE,What?  How?,0.0,0.0,1.0,0.0,"['what', 'how']",0.015267175572519083
1045,BEN,Destroyed... by the Empire!,0.0,0.0,1.0,0.0,"['destroyed', 'by', 'the', 'empire']",0.030534351145038167
1046,HAN,The entire starfleet couldn't destroy the whole planet.  It'd take a thousand ships with more fire power than I've...,0.125,0.132,0.743,0.0405,"['the', 'entire', 'starfleet', 'could', 'destroy', 'the', 'whole', 'planet', 'it', 'take', 'a', 'thousand', 'ships', 'with', 'more', 'fire', 'power', 'than', 'i']",0.1450381679389313
1047,HAN,There's another ship coming in.,0.0,0.0,1.0,0.0,"['there', 'another', 'ship', 'coming', 'in']",0.03816793893129771
1048,LUKE,Maybe they know what happened.,0.0,0.0,1.0,0.0,"['maybe', 'they', 'know', 'what', 'happened']",0.03816793893129771
1049,BEN,It's an Imperial fighter.,0.0,0.348,0.652,0.1531,"['it', 'an', 'imperial', 'fighter']",0.030534351145038167
1050,LUKE,It followed us!,0.0,0.0,1.0,0.0,"['it', 'followed', 'us']",0.022900763358778626
1051,BEN,No.  It's a short range fighter.,0.324,0.235,0.441,-0.1531,"['no', 'it', 'a', 'short', 'range', 'fighter']",0.04580152671755725
1052,HAN,There aren't any bases around here.  Where did it come from?,0.0,0.0,1.0,0.0,"['there', 'are', 'any', 'bases', 'around', 'here', 'where', 'did', 'it', 'come', 'from']",0.08396946564885496
1053,LUKE,"It sure is leaving in a big hurry.  If they identify us, we're in big trouble.",0.15,0.128,0.722,-0.1027,"['it', 'sure', 'is', 'leaving', 'in', 'a', 'big', 'hurry', 'if', 'they', 'identify', 'us', 'we', 'in', 'big', 'trouble']",0.12213740458015267
1054,HAN,Not if I can help it.  Chewie... jam it's transmissions.,0.22,0.0,0.78,-0.3089,"['not', 'if', 'i', 'can', 'help', 'it', 'chewie', 'jam', 'it', 'transmissions']",0.07633587786259542
1055,BEN,It'd be as well to let it go.  It's too far out of range.,0.0,0.139,0.861,0.2732,"['it', 'be', 'as', 'well', 'to', 'let', 'it', 'go', 'it', 'too', 'far', 'out', 'of', 'range']",0.10687022900763359
1056,HAN,Not for long...,0.0,0.0,1.0,0.0,"['not', 'for', 'long']",0.022900763358778626
1057,BEN,A fighter that size couldn't get this deep into space on its own.,0.0,0.127,0.873,0.1531,"['a', 'fighter', 'that', 'size', 'could', 'get', 'this', 'deep', 'into', 'space', 'on', 'its', 'own']",0.09923664122137404
1058,LUKE,"Then he must have gotten lost, been part of a convoy or something...",0.173,0.0,0.827,-0.3182,"['then', 'he', 'must', 'have', 'gotten', 'lost', 'been', 'part', 'of', 'a', 'convoy', 'or', 'something']",0.09923664122137404
1059,HAN,"Well, he ain't going to be around long enough to tell anyone about us.",0.0,0.139,0.861,0.2732,"['well', 'he', 'ai', 'going', 'to', 'be', 'around', 'long', 'enough', 'to', 'tell', 'anyone', 'about', 'us']",0.10687022900763359
1060,LUKE,Look at him.  He's heading for that small moon.,0.0,0.0,1.0,0.0,"['look', 'at', 'him', 'he', 'heading', 'for', 'that', 'small', 'moon']",0.06870229007633588
1061,HAN,I think I can get him before he gets there... he's almost in range.,0.0,0.0,1.0,0.0,"['i', 'think', 'i', 'can', 'get', 'him', 'before', 'he', 'gets', 'there', 'he', 'almost', 'in', 'range']",0.10687022900763359
1062,BEN,That's no moon!  It's a space station.,0.333,0.0,0.667,-0.3595,"['that', 'no', 'moon', 'it', 'a', 'space', 'station']",0.05343511450381679
1063,HAN,It's too big to be a space station.,0.0,0.0,1.0,0.0,"['it', 'too', 'big', 'to', 'be', 'a', 'space', 'station']",0.061068702290076333
1064,LUKE,I have a very bad feeling about this.,0.396,0.186,0.418,-0.4615,"['i', 'have', 'a', 'very', 'bad', 'feeling', 'about', 'this']",0.061068702290076333
1065,BEN,Turn the ship around!,0.0,0.0,1.0,0.0,"['turn', 'the', 'ship', 'around']",0.030534351145038167
